season,round,race_name,race_date,race_time,circuit_id,circuit_name,circuit_url,locality,country,lat,long
2018,1,Australian Grand Prix,2018-03-25,05:10:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2018,2,Bahrain Grand Prix,2018-04-08,15:10:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2018,3,Chinese Grand Prix,2018-04-15,06:10:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2018,4,Azerbaijan Grand Prix,2018-04-29,12:10:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2018,5,Spanish Grand Prix,2018-05-13,13:10:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2018,6,Monaco Grand Prix,2018-05-27,13:10:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2018,7,Canadian Grand Prix,2018-06-10,18:10:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2018,8,French Grand Prix,2018-06-24,14:10:00Z,ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,Le Castellet,France,43.2506,5.79167
2018,9,Austrian Grand Prix,2018-07-01,13:10:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2018,10,British Grand Prix,2018-07-08,13:10:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2018,11,German Grand Prix,2018-07-22,13:10:00Z,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2018,12,Hungarian Grand Prix,2018-07-29,13:10:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2018,13,Belgian Grand Prix,2018-08-26,13:10:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2018,14,Italian Grand Prix,2018-09-02,13:10:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2018,15,Singapore Grand Prix,2018-09-16,12:10:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2018,16,Russian Grand Prix,2018-09-30,11:10:00Z,sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi,Russia,43.4057,39.9578
2018,17,Japanese Grand Prix,2018-10-07,05:10:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2018,18,United States Grand Prix,2018-10-21,18:10:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2018,19,Mexican Grand Prix,2018-10-28,19:10:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2018,20,Brazilian Grand Prix,2018-11-11,17:10:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2018,21,Abu Dhabi Grand Prix,2018-11-25,13:10:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2019,1,Australian Grand Prix,2019-03-17,05:10:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2019,2,Bahrain Grand Prix,2019-03-31,15:10:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2019,3,Chinese Grand Prix,2019-04-14,06:10:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2019,4,Azerbaijan Grand Prix,2019-04-28,12:10:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2019,5,Spanish Grand Prix,2019-05-12,13:10:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2019,6,Monaco Grand Prix,2019-05-26,13:10:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2019,7,Canadian Grand Prix,2019-06-09,18:10:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2019,8,French Grand Prix,2019-06-23,13:10:00Z,ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,Le Castellet,France,43.2506,5.79167
2019,9,Austrian Grand Prix,2019-06-30,13:10:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2019,10,British Grand Prix,2019-07-14,13:10:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2019,11,German Grand Prix,2019-07-28,13:10:00Z,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2019,12,Hungarian Grand Prix,2019-08-04,13:10:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2019,13,Belgian Grand Prix,2019-09-01,13:10:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2019,14,Italian Grand Prix,2019-09-08,13:10:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2019,15,Singapore Grand Prix,2019-09-22,12:10:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2019,16,Russian Grand Prix,2019-09-29,11:10:00Z,sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi,Russia,43.4057,39.9578
2019,17,Japanese Grand Prix,2019-10-13,05:10:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2019,18,Mexican Grand Prix,2019-10-27,19:10:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2019,19,United States Grand Prix,2019-11-03,19:10:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2019,20,Brazilian Grand Prix,2019-11-17,17:10:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2019,21,Abu Dhabi Grand Prix,2019-12-01,13:10:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2020,1,Austrian Grand Prix,2020-07-05,13:10:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2020,2,Styrian Grand Prix,2020-07-12,13:10:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2020,3,Hungarian Grand Prix,2020-07-19,13:10:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2020,4,British Grand Prix,2020-08-02,13:10:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2020,5,70th Anniversary Grand Prix,2020-08-09,13:10:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2020,6,Spanish Grand Prix,2020-08-16,13:10:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2020,7,Belgian Grand Prix,2020-08-30,13:10:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2020,8,Italian Grand Prix,2020-09-06,13:10:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2020,9,Tuscan Grand Prix,2020-09-13,13:10:00Z,mugello,Autodromo Internazionale del Mugello,https://en.wikipedia.org/wiki/Mugello_Circuit,Mugello,Italy,43.9975,11.3719
2020,10,Russian Grand Prix,2020-09-27,11:10:00Z,sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi,Russia,43.4057,39.9578
2020,11,Eifel Grand Prix,2020-10-11,13:10:00Z,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2020,12,Portuguese Grand Prix,2020-10-25,12:10:00Z,portimao,Autódromo Internacional do Algarve,https://en.wikipedia.org/wiki/Algarve_International_Circuit,Portimão,Portugal,37.227,-8.6267
2020,13,Emilia Romagna Grand Prix,2020-11-01,12:10:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2020,14,Turkish Grand Prix,2020-11-15,10:10:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2020,15,Bahrain Grand Prix,2020-11-29,14:10:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2020,16,Sakhir Grand Prix,2020-12-06,17:10:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2020,17,Abu Dhabi Grand Prix,2020-12-13,13:10:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2021,1,Bahrain Grand Prix,2021-03-28,15:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2021,2,Emilia Romagna Grand Prix,2021-04-18,13:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2021,3,Portuguese Grand Prix,2021-05-02,14:00:00Z,portimao,Autódromo Internacional do Algarve,https://en.wikipedia.org/wiki/Algarve_International_Circuit,Portimão,Portugal,37.227,-8.6267
2021,4,Spanish Grand Prix,2021-05-09,13:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2021,5,Monaco Grand Prix,2021-05-23,13:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2021,6,Azerbaijan Grand Prix,2021-06-06,12:00:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2021,7,French Grand Prix,2021-06-20,13:00:00Z,ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,Le Castellet,France,43.2506,5.79167
2021,8,Styrian Grand Prix,2021-06-27,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2021,9,Austrian Grand Prix,2021-07-04,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2021,10,British Grand Prix,2021-07-18,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2021,11,Hungarian Grand Prix,2021-08-01,13:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2021,12,Belgian Grand Prix,2021-08-29,13:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2021,13,Dutch Grand Prix,2021-09-05,13:00:00Z,zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
2021,14,Italian Grand Prix,2021-09-12,13:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2021,15,Russian Grand Prix,2021-09-26,12:00:00Z,sochi,Sochi Autodrom,https://en.wikipedia.org/wiki/Sochi_Autodrom,Sochi,Russia,43.4057,39.9578
2021,16,Turkish Grand Prix,2021-10-10,12:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2021,17,United States Grand Prix,2021-10-24,19:00:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2021,18,Mexico City Grand Prix,2021-11-07,19:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2021,19,São Paulo Grand Prix,2021-11-14,17:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2021,20,Qatar Grand Prix,2021-11-21,14:00:00Z,losail,Losail International Circuit,https://en.wikipedia.org/wiki/Lusail_International_Circuit,Lusail,Qatar,25.49,51.4542
2021,21,Saudi Arabian Grand Prix,2021-12-05,17:30:00Z,jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
2021,22,Abu Dhabi Grand Prix,2021-12-12,13:00:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2022,1,Bahrain Grand Prix,2022-03-20,15:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2022,2,Saudi Arabian Grand Prix,2022-03-27,17:00:00Z,jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
2022,3,Australian Grand Prix,2022-04-10,05:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2022,4,Emilia Romagna Grand Prix,2022-04-24,13:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2022,5,Miami Grand Prix,2022-05-08,19:30:00Z,miami,Miami International Autodrome,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami,USA,25.9581,-80.2389
