season,round,race_name,race_date,race_time,circuit_id,circuit_name,circuit_url,locality,country,lat,long
2022,6,Spanish Grand Prix,2022-05-22,13:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2022,7,Monaco Grand Prix,2022-05-29,13:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2022,8,Azerbaijan Grand Prix,2022-06-12,11:00:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2022,9,Canadian Grand Prix,2022-06-19,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2022,10,British Grand Prix,2022-07-03,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2022,11,Austrian Grand Prix,2022-07-10,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2022,12,French Grand Prix,2022-07-24,13:00:00Z,ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,Le Castellet,France,43.2506,5.79167
2022,13,Hungarian Grand Prix,2022-07-31,13:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2022,14,Belgian Grand Prix,2022-08-28,13:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2022,15,Dutch Grand Prix,2022-09-04,13:00:00Z,zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
2022,16,Italian Grand Prix,2022-09-11,13:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2022,17,Singapore Grand Prix,2022-10-02,12:00:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2022,18,Japanese Grand Prix,2022-10-09,05:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2022,19,United States Grand Prix,2022-10-23,19:00:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2022,20,Mexico City Grand Prix,2022-10-30,20:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2022,21,São Paulo Grand Prix,2022-11-13,18:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2022,22,Abu Dhabi Grand Prix,2022-11-20,13:00:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2023,1,Bahrain Grand Prix,2023-03-05,15:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2023,2,Saudi Arabian Grand Prix,2023-03-19,17:00:00Z,jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
2023,3,Australian Grand Prix,2023-04-02,05:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2023,4,Azerbaijan Grand Prix,2023-04-30,11:00:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2023,5,Miami Grand Prix,2023-05-07,19:30:00Z,miami,Miami International Autodrome,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami,USA,25.9581,-80.2389
2023,6,Monaco Grand Prix,2023-05-28,13:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2023,7,Spanish Grand Prix,2023-06-04,13:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2023,8,Canadian Grand Prix,2023-06-18,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2023,9,Austrian Grand Prix,2023-07-02,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2023,10,British Grand Prix,2023-07-09,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2023,11,Hungarian Grand Prix,2023-07-23,13:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2023,12,Belgian Grand Prix,2023-07-30,13:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2023,13,Dutch Grand Prix,2023-08-27,13:00:00Z,zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
2023,14,Italian Grand Prix,2023-09-03,13:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2023,15,Singapore Grand Prix,2023-09-17,12:00:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2023,16,Japanese Grand Prix,2023-09-24,05:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2023,17,Qatar Grand Prix,2023-10-08,17:00:00Z,losail,Losail International Circuit,https://en.wikipedia.org/wiki/Lusail_International_Circuit,Lusail,Qatar,25.49,51.4542
2023,18,United States Grand Prix,2023-10-22,19:00:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2023,19,Mexico City Grand Prix,2023-10-29,20:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2023,20,São Paulo Grand Prix,2023-11-05,17:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2023,21,Las Vegas Grand Prix,2023-11-19,06:00:00Z,vegas,Las Vegas Strip Street Circuit,https://en.wikipedia.org/wiki/Las_Vegas_Grand_Prix#Circuit,Las Vegas,USA,36.1147,-115.173
2023,22,Abu Dhabi Grand Prix,2023-11-26,13:00:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2024,1,Bahrain Grand Prix,2024-03-02,15:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2024,2,Saudi Arabian Grand Prix,2024-03-09,17:00:00Z,jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
2024,3,Australian Grand Prix,2024-03-24,04:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2024,4,Japanese Grand Prix,2024-04-07,05:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2024,5,Chinese Grand Prix,2024-04-21,07:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2024,6,Miami Grand Prix,2024-05-05,20:00:00Z,miami,Miami International Autodrome,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami,USA,25.9581,-80.2389
2024,7,Emilia Romagna Grand Prix,2024-05-19,13:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2024,8,Monaco Grand Prix,2024-05-26,13:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2024,9,Canadian Grand Prix,2024-06-09,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2024,10,Spanish Grand Prix,2024-06-23,13:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2024,11,Austrian Grand Prix,2024-06-30,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2024,12,British Grand Prix,2024-07-07,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2024,13,Hungarian Grand Prix,2024-07-21,13:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2024,14,Belgian Grand Prix,2024-07-28,13:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2024,15,Dutch Grand Prix,2024-08-25,13:00:00Z,zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
2024,16,Italian Grand Prix,2024-09-01,13:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2024,17,Azerbaijan Grand Prix,2024-09-15,11:00:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2024,18,Singapore Grand Prix,2024-09-22,12:00:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2024,19,United States Grand Prix,2024-10-20,19:00:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2024,20,Mexico City Grand Prix,2024-10-27,20:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2024,21,São Paulo Grand Prix,2024-11-03,17:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2024,22,Las Vegas Grand Prix,2024-11-23,06:00:00Z,vegas,Las Vegas Strip Street Circuit,https://en.wikipedia.org/wiki/Las_Vegas_Grand_Prix#Circuit,Las Vegas,USA,36.1147,-115.173
2024,23,Qatar Grand Prix,2024-12-01,16:00:00Z,losail,Losail International Circuit,https://en.wikipedia.org/wiki/Lusail_International_Circuit,Lusail,Qatar,25.49,51.4542
2024,24,Abu Dhabi Grand Prix,2024-12-08,13:00:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
2025,1,Australian Grand Prix,2025-03-16,04:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2025,2,Chinese Grand Prix,2025-03-23,07:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2025,3,Japanese Grand Prix,2025-04-06,05:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2025,4,Bahrain Grand Prix,2025-04-13,15:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2025,5,Saudi Arabian Grand Prix,2025-04-20,17:00:00Z,jeddah,Jeddah Corniche Circuit,https://en.wikipedia.org/wiki/Jeddah_Corniche_Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
2025,6,Miami Grand Prix,2025-05-04,20:00:00Z,miami,Miami International Autodrome,https://en.wikipedia.org/wiki/Miami_International_Autodrome,Miami,USA,25.9581,-80.2389
2025,7,Emilia Romagna Grand Prix,2025-05-18,13:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2025,8,Monaco Grand Prix,2025-05-25,13:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2025,9,Spanish Grand Prix,2025-06-01,13:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2025,10,Canadian Grand Prix,2025-06-15,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2025,11,Austrian Grand Prix,2025-06-29,13:00:00Z,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2025,12,British Grand Prix,2025-07-06,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2025,13,Belgian Grand Prix,2025-07-27,13:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2025,14,Hungarian Grand Prix,2025-08-03,13:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2025,15,Dutch Grand Prix,2025-08-31,13:00:00Z,zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
2025,16,Italian Grand Prix,2025-09-07,13:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2025,17,Azerbaijan Grand Prix,2025-09-21,11:00:00Z,baku,Baku City Circuit,https://en.wikipedia.org/wiki/Baku_City_Circuit,Baku,Azerbaijan,40.3725,49.8533
2025,18,Singapore Grand Prix,2025-10-05,12:00:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2025,19,United States Grand Prix,2025-10-19,19:00:00Z,americas,Circuit of the Americas,https://en.wikipedia.org/wiki/Circuit_of_the_Americas,Austin,USA,30.1328,-97.6411
2025,20,Mexico City Grand Prix,2025-10-26,20:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico City,Mexico,19.4042,-99.0907
2025,21,São Paulo Grand Prix,2025-11-09,17:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2025,22,Las Vegas Grand Prix,2025-11-23,04:00:00Z,vegas,Las Vegas Strip Street Circuit,https://en.wikipedia.org/wiki/Las_Vegas_Grand_Prix#Circuit,Las Vegas,USA,36.1147,-115.173
2025,23,Qatar Grand Prix,2025-11-30,16:00:00Z,losail,Losail International Circuit,https://en.wikipedia.org/wiki/Lusail_International_Circuit,Lusail,Qatar,25.49,51.4542
2025,24,Abu Dhabi Grand Prix,2025-12-07,13:00:00Z,yas_marina,Yas Marina Circuit,https://en.wikipedia.org/wiki/Yas_Marina_Circuit,Abu Dhabi,UAE,24.4672,54.6031
